query_id,text,intent,location,target_os,software,condition
q04496,Which software can run on computers in Network Lab?,reverse_software_lookup,Network Lab,,Android Studio,
q04497,Find software that runs on Library.,reverse_software_lookup,Library,,VMware Workstation,
q04498,Can computers in Lab 2 run Oracle Database?,software_compatibility_check,Lab 2,,Oracle Database,
q04499,List computers with SSD in Block A.,hardware_query,Block A,,,
q04500,Can systems in Programming Lab support Windows 11?,os_compatibility_check,Programming Lab,Windows 11,,
q04501,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,VMware Workstation,
q04502,Can computers in Library run Blender?,software_compatibility_check,Library,,Blender,
q04503,Can systems in Programming Lab support Fedora 42?,os_compatibility_check,Programming Lab,Fedora 42,,
q04504,Show PCs in Block C incompatible with Fedora 42.,os_compatibility_check,Block C,Fedora 42,,
q04505,Which computers need RAM upgrade for VS Code?,upgrade_planning,Block C,Fedora 42,Visual Studio Code,RAM upgrade
q04506,Recommend the best OS for Network Lab.,os_recommendation,Network Lab,Debian 13,,
q04507,Find systems needing Secure Boot.,upgrade_planning,Programming Lab,Windows 10,Visual Studio Code,Secure Boot
q04508,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,Android Studio,
q04509,Best operating system for Library?,os_recommendation,Library,Fedora 42,,
q04510,Find software that runs on Block C.,reverse_software_lookup,Block C,,Blender,
q04511,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q04512,Suggest an OS for computers in Block A.,os_recommendation,Block A,Windows 10,,
q04513,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Linux Mint 22,,
q04514,List computers with SSD in Library.,hardware_query,Library,,,
q04515,Plan upgrades for Programming Lab to run Windows 11.,upgrade_planning,Programming Lab,Windows 11,VMware Workstation,TPM
q04516,Show PCs in Block A incompatible with Windows 11.,os_compatibility_check,Block A,Windows 11,,
q04517,List machines in Block C that meet Linux Mint 22 requirements.,os_compatibility_check,Block C,Linux Mint 22,,
q04518,Which computers need CPU for Blender?,upgrade_planning,Block B,Debian 13,Blender,CPU
q04519,List computers with SSD in Network Lab.,hardware_query,Network Lab,,,
q04520,Show PCs in Block C incompatible with Ubuntu 24.04.,os_compatibility_check,Block C,Ubuntu 24.04,,
q04521,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q04522,Can computers in Block B run Android Studio?,software_compatibility_check,Block B,,Android Studio,
q04523,Best operating system for Library?,os_recommendation,Library,Ubuntu 24.04,,
q04524,Recommend the best OS for Block C.,os_recommendation,Block C,Fedora 42,,
q04525,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q04526,Best operating system for Block A?,os_recommendation,Block A,Windows 11,,
q04527,Is MATLAB supported in Programming Lab?,software_compatibility_check,Programming Lab,,MATLAB,
q04528,List computers with SSD in Block A.,hardware_query,Block A,,,
q04529,What applications are compatible with Network Lab computers?,reverse_software_lookup,Network Lab,,Android Studio,
q04530,List machines in Programming Lab that meet Fedora 42 requirements.,os_compatibility_check,Programming Lab,Fedora 42,,
q04531,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Debian 13,,
q04532,Find systems needing Storage.,upgrade_planning,Block C,Windows 11,Android Studio,Storage
q04533,Is Android Studio supported in Block A?,software_compatibility_check,Block A,,Android Studio,
q04534,Display CPU details for Block B.,hardware_query,Block B,,,
q04535,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,MATLAB,
q04536,Can computers in AI Lab run Oracle Database?,software_compatibility_check,AI Lab,,Oracle Database,
q04537,Recommend the best OS for Library.,os_recommendation,Library,Linux Mint 22,,
q04538,Check Blender compatibility for Block B.,software_compatibility_check,Block B,,Blender,
q04539,Which computers in Block B can run Windows 10?,os_compatibility_check,Block B,Windows 10,,
q04540,List software supported by PCs in Network Lab.,reverse_software_lookup,Network Lab,,Oracle Database,
q04541,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Ubuntu 24.04,,
q04542,Can computers in Network Lab run MATLAB?,software_compatibility_check,Network Lab,,MATLAB,
q04543,Is MATLAB supported in Network Lab?,software_compatibility_check,Network Lab,,MATLAB,
q04544,What upgrades are required in Library?,upgrade_planning,Library,Debian 13,VMware Workstation,RAM upgrade
q04545,Which systems support Android Studio in Block B?,software_compatibility_check,Block B,,Android Studio,
q04546,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,Oracle Database,
q04547,Is VMware Workstation supported in AI Lab?,software_compatibility_check,AI Lab,,VMware Workstation,
q04548,Show PCs in Library incompatible with Debian 13.,os_compatibility_check,Library,Debian 13,,
q04549,Is Blender supported in Block C?,software_compatibility_check,Block C,,Blender,
q04550,Show hardware details for Library.,hardware_query,Library,,,
q04551,List machines in Lab 2 that meet Linux Mint 22 requirements.,os_compatibility_check,Lab 2,Linux Mint 22,,
q04552,Is MATLAB supported in Programming Lab?,software_compatibility_check,Programming Lab,,MATLAB,
q04553,Check MATLAB compatibility for Lab 1.,software_compatibility_check,Lab 1,,MATLAB,
q04554,Which operating system is most suitable for Lab 1?,os_recommendation,Lab 1,Fedora 42,,
q04555,Show PCs in Block A incompatible with Windows 11.,os_compatibility_check,Block A,Windows 11,,
q04556,List computers with SSD in Block A.,hardware_query,Block A,,,
q04557,What applications are compatible with Block C computers?,reverse_software_lookup,Block C,,Oracle Database,
q04558,Which computers need RAM upgrade for PyCharm?,upgrade_planning,Programming Lab,Fedora 42,PyCharm,RAM upgrade
q04559,Is Blender supported in Programming Lab?,software_compatibility_check,Programming Lab,,Blender,
q04560,Is AutoCAD 2026 supported in Block A?,software_compatibility_check,Block A,,AutoCAD,
q04561,Recommend the best OS for Lab 1.,os_recommendation,Lab 1,Debian 13,,
q04562,Plan upgrades for Block B to run Ubuntu 24.04.,upgrade_planning,Block B,Ubuntu 24.04,Visual Studio Code,GPU
q04563,List computers with SSD in Network Lab.,hardware_query,Network Lab,,,
q04564,List computers with SSD in Library.,hardware_query,Library,,,
q04565,Display CPU details for Lab 2.,hardware_query,Lab 2,,,
q04566,Which systems support Blender in Library?,software_compatibility_check,Library,,Blender,
q04567,Display CPU details for AI Lab.,hardware_query,AI Lab,,,
q04568,Show PCs in Block A incompatible with Debian 13.,os_compatibility_check,Block A,Debian 13,,
q04569,Show hardware details for Block B.,hardware_query,Block B,,,
q04570,Display CPU details for Programming Lab.,hardware_query,Programming Lab,,,
q04571,Show PCs in Lab 2 incompatible with Debian 13.,os_compatibility_check,Lab 2,Debian 13,,
q04572,Which computers need Storage for Oracle Database?,upgrade_planning,Block A,Windows 10,Oracle Database,Storage
q04573,Which operating system is most suitable for Lab 1?,os_recommendation,Lab 1,Windows 11,,
q04574,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Ubuntu 24.04,,
q04575,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,VMware Workstation,
q04576,Check MATLAB compatibility for Programming Lab.,software_compatibility_check,Programming Lab,,MATLAB,
q04577,Which computers in Programming Lab can run Windows 10?,os_compatibility_check,Programming Lab,Windows 10,,
q04578,Find systems needing Storage.,upgrade_planning,Block C,Debian 13,MATLAB,Storage
q04579,Can computers in Network Lab run Oracle Database?,software_compatibility_check,Network Lab,,Oracle Database,
q04580,Can computers in Network Lab run MATLAB?,software_compatibility_check,Network Lab,,MATLAB,
q04581,Which systems support Blender in Lab 1?,software_compatibility_check,Lab 1,,Blender,
q04582,Can systems in Block C support Linux Mint 22?,os_compatibility_check,Block C,Linux Mint 22,,
q04583,Show hardware details for Block B.,hardware_query,Block B,,,
q04584,List machines in Library that meet Fedora 42 requirements.,os_compatibility_check,Library,Fedora 42,,
q04585,Which operating system is most suitable for Block A?,os_recommendation,Block A,Windows 11,,
q04586,Best operating system for Lab 2?,os_recommendation,Lab 2,Windows 10,,
q04587,Can systems in Lab 1 support Linux Mint 22?,os_compatibility_check,Lab 1,Linux Mint 22,,
q04588,Best operating system for Programming Lab?,os_recommendation,Programming Lab,Fedora 42,,
q04589,List machines in Block C that meet Linux Mint 22 requirements.,os_compatibility_check,Block C,Linux Mint 22,,
q04590,List machines in Lab 1 that meet Windows 11 requirements.,os_compatibility_check,Lab 1,Windows 11,,
q04591,Suggest an OS for computers in Library.,os_recommendation,Library,Windows 10,,
q04592,List machines in AI Lab that meet Windows 10 requirements.,os_compatibility_check,AI Lab,Windows 10,,
q04593,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q04594,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Ubuntu 24.04,,
q04595,Check VMware Workstation compatibility for Block A.,software_compatibility_check,Block A,,VMware Workstation,
q04596,Is AutoCAD 2026 supported in Network Lab?,software_compatibility_check,Network Lab,,AutoCAD,
q04597,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q04598,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,Oracle Database,
q04599,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Ubuntu 24.04,Android Studio,TPM
q04600,Suggest an OS for computers in Block C.,os_recommendation,Block C,Linux Mint 22,,
q04601,Show PCs in Programming Lab incompatible with Fedora 42.,os_compatibility_check,Programming Lab,Fedora 42,,
q04602,Best operating system for Lab 1?,os_recommendation,Lab 1,Fedora 42,,
q04603,Is VMware Workstation supported in Programming Lab?,software_compatibility_check,Programming Lab,,VMware Workstation,
q04604,Can computers in Block C run PyCharm?,software_compatibility_check,Block C,,PyCharm,
q04605,Check AutoCAD 2026 compatibility for Block A.,software_compatibility_check,Block A,,AutoCAD,
q04606,Which systems support Android Studio in Block C?,software_compatibility_check,Block C,,Android Studio,
q04607,Which software can run on computers in Network Lab?,reverse_software_lookup,Network Lab,,Oracle Database,
q04608,Find software that runs on Library.,reverse_software_lookup,Library,,PyCharm,
q04609,What upgrades are required in Block B?,upgrade_planning,Block B,Windows 10,Visual Studio Code,RAM upgrade
q04610,Can systems in Network Lab support Ubuntu 24.04?,os_compatibility_check,Network Lab,Ubuntu 24.04,,
q04611,Is Blender supported in Library?,software_compatibility_check,Library,,Blender,
q04612,Can computers in Programming Lab run VS Code?,software_compatibility_check,Programming Lab,,Visual Studio Code,
q04613,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q04614,Is MATLAB supported in Programming Lab?,software_compatibility_check,Programming Lab,,MATLAB,
q04615,Suggest an OS for computers in Lab 1.,os_recommendation,Lab 1,Debian 13,,
q04616,Can computers in Block B run MATLAB?,software_compatibility_check,Block B,,MATLAB,
q04617,Show hardware details for Lab 1.,hardware_query,Lab 1,,,
q04618,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,Android Studio,
q04619,Recommend the best OS for Block C.,os_recommendation,Block C,Windows 11,,
q04620,Show PCs in Programming Lab incompatible with Debian 13.,os_compatibility_check,Programming Lab,Debian 13,,
q04621,Is Android Studio supported in Programming Lab?,software_compatibility_check,Programming Lab,,Android Studio,
q04622,Is Oracle Database supported in Lab 2?,software_compatibility_check,Lab 2,,Oracle Database,
q04623,Which computers need Storage for VS Code?,upgrade_planning,Block B,Windows 11,Visual Studio Code,Storage
q04624,What applications are compatible with Block B computers?,reverse_software_lookup,Block B,,MATLAB,
q04625,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q04626,Is AutoCAD 2026 supported in Block C?,software_compatibility_check,Block C,,AutoCAD,
q04627,Which systems support VS Code in Block C?,software_compatibility_check,Block C,,Visual Studio Code,
q04628,Find systems needing TPM.,upgrade_planning,Programming Lab,Ubuntu 24.04,Oracle Database,TPM
q04629,Which systems support VS Code in Block B?,software_compatibility_check,Block B,,Visual Studio Code,
q04630,Suggest an OS for computers in Library.,os_recommendation,Library,Debian 13,,
q04631,Check Blender compatibility for Block A.,software_compatibility_check,Block A,,Blender,
q04632,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q04633,Best operating system for Block B?,os_recommendation,Block B,Fedora 42,,
q04634,Can computers in AI Lab run MATLAB?,software_compatibility_check,AI Lab,,MATLAB,
q04635,Suggest an OS for computers in Lab 1.,os_recommendation,Lab 1,Debian 13,,
q04636,Find systems needing CPU.,upgrade_planning,Lab 1,Debian 13,AutoCAD,CPU
q04637,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,Android Studio,
q04638,Show PCs in Lab 1 incompatible with Fedora 42.,os_compatibility_check,Lab 1,Fedora 42,,
q04639,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q04640,Which computers need Secure Boot for MATLAB?,upgrade_planning,Lab 1,Windows 11,MATLAB,Secure Boot
q04641,Which computers need GPU for VS Code?,upgrade_planning,Network Lab,Debian 13,Visual Studio Code,GPU
q04642,Find software that runs on Lab 2.,reverse_software_lookup,Lab 2,,AutoCAD,
q04643,List machines in Lab 2 that meet Windows 10 requirements.,os_compatibility_check,Lab 2,Windows 10,,
q04644,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q04645,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q04646,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Debian 13,,
q04647,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Blender,
q04648,Which computers in Block C can run Debian 13?,os_compatibility_check,Block C,Debian 13,,
q04649,List computers with SSD in AI Lab.,hardware_query,AI Lab,,,
q04650,List machines in Programming Lab that meet Fedora 42 requirements.,os_compatibility_check,Programming Lab,Fedora 42,,
q04651,Find software that runs on AI Lab.,reverse_software_lookup,AI Lab,,MATLAB,
q04652,List computers with SSD in Library.,hardware_query,Library,,,
q04653,Recommend the best OS for Block A.,os_recommendation,Block A,Debian 13,,
q04654,List machines in Lab 1 that meet Ubuntu 24.04 requirements.,os_compatibility_check,Lab 1,Ubuntu 24.04,,
q04655,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,PyCharm,
q04656,Display CPU details for Block C.,hardware_query,Block C,,,
q04657,Best operating system for Network Lab?,os_recommendation,Network Lab,Fedora 42,,
q04658,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,MATLAB,
q04659,List computers with SSD in Block B.,hardware_query,Block B,,,
q04660,List machines in Library that meet Debian 13 requirements.,os_compatibility_check,Library,Debian 13,,
q04661,Show PCs in Block B incompatible with Linux Mint 22.,os_compatibility_check,Block B,Linux Mint 22,,
q04662,Display CPU details for Network Lab.,hardware_query,Network Lab,,,
q04663,Show PCs in Block A incompatible with Ubuntu 24.04.,os_compatibility_check,Block A,Ubuntu 24.04,,
q04664,Display CPU details for Library.,hardware_query,Library,,,
q04665,Find systems needing RAM upgrade.,upgrade_planning,AI Lab,Debian 13,Blender,RAM upgrade
q04666,Can computers in Library run MATLAB?,software_compatibility_check,Library,,MATLAB,
q04667,Best operating system for Block B?,os_recommendation,Block B,Windows 10,,
q04668,Can computers in Lab 1 run Oracle Database?,software_compatibility_check,Lab 1,,Oracle Database,
q04669,Is Android Studio supported in Library?,software_compatibility_check,Library,,Android Studio,
q04670,Show hardware details for Block A.,hardware_query,Block A,,,
q04671,What applications are compatible with AI Lab computers?,reverse_software_lookup,AI Lab,,AutoCAD,
q04672,Which computers need TPM for Oracle Database?,upgrade_planning,Block A,Debian 13,Oracle Database,TPM
q04673,Show PCs in Block B incompatible with Ubuntu 24.04.,os_compatibility_check,Block B,Ubuntu 24.04,,
q04674,Plan upgrades for Block B to run Windows 11.,upgrade_planning,Block B,Windows 11,Blender,CPU
q04675,Best operating system for AI Lab?,os_recommendation,AI Lab,Linux Mint 22,,
q04676,List machines in Lab 2 that meet Linux Mint 22 requirements.,os_compatibility_check,Lab 2,Linux Mint 22,,
q04677,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q04678,Recommend the best OS for Block B.,os_recommendation,Block B,Fedora 42,,
q04679,Which operating system is most suitable for Block A?,os_recommendation,Block A,Linux Mint 22,,
q04680,List computers with SSD in AI Lab.,hardware_query,AI Lab,,,
q04681,Check Blender compatibility for AI Lab.,software_compatibility_check,AI Lab,,Blender,
q04682,Which systems support VMware Workstation in Library?,software_compatibility_check,Library,,VMware Workstation,
q04683,Is AutoCAD 2026 supported in Library?,software_compatibility_check,Library,,AutoCAD,
q04684,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Linux Mint 22,Android Studio,Secure Boot
q04685,Can systems in Lab 1 support Ubuntu 24.04?,os_compatibility_check,Lab 1,Ubuntu 24.04,,
q04686,Plan upgrades for Library to run Ubuntu 24.04.,upgrade_planning,Library,Ubuntu 24.04,VMware Workstation,TPM
q04687,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Debian 13,,
q04688,What upgrades are required in Block A?,upgrade_planning,Block A,Ubuntu 24.04,Oracle Database,CPU
q04689,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q04690,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q04691,Which computers in Block B can run Fedora 42?,os_compatibility_check,Block B,Fedora 42,,
q04692,List machines in AI Lab that meet Debian 13 requirements.,os_compatibility_check,AI Lab,Debian 13,,
q04693,Can systems in Lab 1 support Windows 10?,os_compatibility_check,Lab 1,Windows 10,,
q04694,What applications are compatible with Block B computers?,reverse_software_lookup,Block B,,PyCharm,
q04695,Show hardware details for Library.,hardware_query,Library,,,
q04696,Find software that runs on Library.,reverse_software_lookup,Library,,MATLAB,
q04697,Check Android Studio compatibility for Block C.,software_compatibility_check,Block C,,Android Studio,
q04698,List machines in Programming Lab that meet Windows 11 requirements.,os_compatibility_check,Programming Lab,Windows 11,,
q04699,Recommend the best OS for Block B.,os_recommendation,Block B,Debian 13,,
q04700,List computers with SSD in Block B.,hardware_query,Block B,,,
q04701,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Windows 11,Visual Studio Code,Storage
q04702,Which systems support MATLAB in AI Lab?,software_compatibility_check,AI Lab,,MATLAB,
q04703,Is PyCharm supported in Lab 1?,software_compatibility_check,Lab 1,,PyCharm,
q04704,Check AutoCAD 2026 compatibility for Lab 1.,software_compatibility_check,Lab 1,,AutoCAD,
q04705,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Debian 13,,
q04706,Find software that runs on Programming Lab.,reverse_software_lookup,Programming Lab,,Oracle Database,
q04707,Which computers need Secure Boot for VS Code?,upgrade_planning,Block A,Windows 11,Visual Studio Code,Secure Boot
q04708,What upgrades are required in Block A?,upgrade_planning,Block A,Windows 10,Visual Studio Code,Secure Boot
q04709,Which operating system is most suitable for Block A?,os_recommendation,Block A,Windows 11,,
q04710,Check VMware Workstation compatibility for Block A.,software_compatibility_check,Block A,,VMware Workstation,
q04711,Which computers need CPU for MATLAB?,upgrade_planning,Block C,Ubuntu 24.04,MATLAB,CPU
q04712,Show hardware details for AI Lab.,hardware_query,AI Lab,,,
q04713,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q04714,Which systems support PyCharm in Network Lab?,software_compatibility_check,Network Lab,,PyCharm,
q04715,Which operating system is most suitable for Programming Lab?,os_recommendation,Programming Lab,Fedora 42,,
q04716,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,Visual Studio Code,
q04717,Plan upgrades for Block B to run Windows 11.,upgrade_planning,Block B,Windows 11,Oracle Database,TPM
q04718,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q04719,Which computers need RAM upgrade for VS Code?,upgrade_planning,Lab 1,Debian 13,Visual Studio Code,RAM upgrade
q04720,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,VMware Workstation,
q04721,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,Visual Studio Code,
q04722,Which computers need TPM for Android Studio?,upgrade_planning,Block B,Windows 11,Android Studio,TPM
q04723,What applications are compatible with Block B computers?,reverse_software_lookup,Block B,,VMware Workstation,
q04724,Which computers in Network Lab can run Windows 10?,os_compatibility_check,Network Lab,Windows 10,,
q04725,Which computers in Block C can run Windows 10?,os_compatibility_check,Block C,Windows 10,,
q04726,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q04727,Show hardware details for Library.,hardware_query,Library,,,
q04728,Recommend the best OS for Lab 1.,os_recommendation,Lab 1,Windows 11,,
q04729,What applications are compatible with AI Lab computers?,reverse_software_lookup,AI Lab,,MATLAB,
q04730,Which computers need Secure Boot for VMware Workstation?,upgrade_planning,Block B,Windows 10,VMware Workstation,Secure Boot
q04731,Suggest an OS for computers in Block A.,os_recommendation,Block A,Fedora 42,,
q04732,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Linux Mint 22,,
q04733,Which computers need Secure Boot for Android Studio?,upgrade_planning,Block C,Windows 11,Android Studio,Secure Boot
q04734,Find systems needing CPU.,upgrade_planning,Block C,Debian 13,Blender,CPU
q04735,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Windows 10,,
q04736,Recommend the best OS for Block C.,os_recommendation,Block C,Windows 11,,
q04737,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Linux Mint 22,,
q04738,Show hardware details for Block A.,hardware_query,Block A,,,
q04739,Find systems needing TPM.,upgrade_planning,Block B,Windows 11,Oracle Database,TPM
q04740,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q04741,Suggest an OS for computers in Network Lab.,os_recommendation,Network Lab,Ubuntu 24.04,,
q04742,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,MATLAB,
q04743,List computers with SSD in Library.,hardware_query,Library,,,
q04744,Show PCs in Lab 2 incompatible with Windows 10.,os_compatibility_check,Lab 2,Windows 10,,
q04745,Find systems needing CPU.,upgrade_planning,Lab 1,Linux Mint 22,PyCharm,CPU
q04746,Which PCs in Programming Lab have 8 GB RAM?,hardware_query,Programming Lab,,,
q04747,Which computers need Storage for Blender?,upgrade_planning,Block C,Fedora 42,Blender,Storage
q04748,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,PyCharm,
q04749,Is PyCharm supported in Library?,software_compatibility_check,Library,,PyCharm,
q04750,List machines in Block A that meet Debian 13 requirements.,os_compatibility_check,Block A,Debian 13,,
q04751,Plan upgrades for Block A to run Ubuntu 24.04.,upgrade_planning,Block A,Ubuntu 24.04,VMware Workstation,GPU
q04752,Which computers need TPM for VS Code?,upgrade_planning,Network Lab,Windows 10,Visual Studio Code,TPM
q04753,Find systems needing RAM upgrade.,upgrade_planning,Block B,Ubuntu 24.04,AutoCAD,RAM upgrade
q04754,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q04755,Is AutoCAD 2026 supported in Lab 1?,software_compatibility_check,Lab 1,,AutoCAD,
q04756,List machines in AI Lab that meet Windows 11 requirements.,os_compatibility_check,AI Lab,Windows 11,,
q04757,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,MATLAB,
q04758,Can computers in Lab 2 run Oracle Database?,software_compatibility_check,Lab 2,,Oracle Database,
q04759,Display CPU details for Block B.,hardware_query,Block B,,,
q04760,List machines in Network Lab that meet Windows 11 requirements.,os_compatibility_check,Network Lab,Windows 11,,
q04761,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,Android Studio,
q04762,List software supported by PCs in Network Lab.,reverse_software_lookup,Network Lab,,Android Studio,
q04763,Which systems support AutoCAD 2026 in Block A?,software_compatibility_check,Block A,,AutoCAD,
q04764,Is AutoCAD 2026 supported in Lab 2?,software_compatibility_check,Lab 2,,AutoCAD,
q04765,Can computers in Block C run Blender?,software_compatibility_check,Block C,,Blender,
q04766,Display CPU details for Library.,hardware_query,Library,,,
q04767,List machines in Network Lab that meet Windows 10 requirements.,os_compatibility_check,Network Lab,Windows 10,,
q04768,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,Blender,
q04769,Is Oracle Database supported in Library?,software_compatibility_check,Library,,Oracle Database,
q04770,Can computers in Block A run MATLAB?,software_compatibility_check,Block A,,MATLAB,
q04771,What upgrades are required in Block A?,upgrade_planning,Block A,Debian 13,Visual Studio Code,RAM upgrade
q04772,Is PyCharm supported in Lab 2?,software_compatibility_check,Lab 2,,PyCharm,
q04773,Display CPU details for Lab 2.,hardware_query,Lab 2,,,
q04774,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Android Studio,
q04775,Can computers in AI Lab run Blender?,software_compatibility_check,AI Lab,,Blender,
q04776,Which systems support Oracle Database in Lab 2?,software_compatibility_check,Lab 2,,Oracle Database,
q04777,Recommend the best OS for Network Lab.,os_recommendation,Network Lab,Ubuntu 24.04,,
q04778,Show PCs in Lab 2 incompatible with Ubuntu 24.04.,os_compatibility_check,Lab 2,Ubuntu 24.04,,
q04779,Suggest an OS for computers in Library.,os_recommendation,Library,Linux Mint 22,,
q04780,Plan upgrades for Lab 2 to run Windows 11.,upgrade_planning,Lab 2,Windows 11,MATLAB,CPU
q04781,Can computers in AI Lab run MATLAB?,software_compatibility_check,AI Lab,,MATLAB,
q04782,What applications are compatible with Block C computers?,reverse_software_lookup,Block C,,VMware Workstation,
q04783,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q04784,Which systems support MATLAB in Network Lab?,software_compatibility_check,Network Lab,,MATLAB,
q04785,Can computers in Library run MATLAB?,software_compatibility_check,Library,,MATLAB,
q04786,Which operating system is most suitable for Block B?,os_recommendation,Block B,Windows 11,,
q04787,Best operating system for Lab 2?,os_recommendation,Lab 2,Windows 10,,
q04788,What upgrades are required in Lab 1?,upgrade_planning,Lab 1,Linux Mint 22,PyCharm,GPU
q04789,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,VMware Workstation,
q04790,Can systems in Network Lab support Windows 11?,os_compatibility_check,Network Lab,Windows 11,,
q04791,Check Android Studio compatibility for Network Lab.,software_compatibility_check,Network Lab,,Android Studio,
q04792,Which systems support PyCharm in Programming Lab?,software_compatibility_check,Programming Lab,,PyCharm,
q04793,Plan upgrades for Network Lab to run Linux Mint 22.,upgrade_planning,Network Lab,Linux Mint 22,VMware Workstation,TPM
q04794,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q04795,Recommend the best OS for Block A.,os_recommendation,Block A,Windows 11,,
q04796,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q04797,Is AutoCAD 2026 supported in Network Lab?,software_compatibility_check,Network Lab,,AutoCAD,
q04798,Show hardware details for Library.,hardware_query,Library,,,
q04799,Best operating system for Network Lab?,os_recommendation,Network Lab,Debian 13,,
q04800,Plan upgrades for Network Lab to run Fedora 42.,upgrade_planning,Network Lab,Fedora 42,Blender,TPM
q04801,Find systems needing CPU.,upgrade_planning,Lab 1,Fedora 42,Visual Studio Code,CPU
q04802,Which systems support VS Code in Programming Lab?,software_compatibility_check,Programming Lab,,Visual Studio Code,
q04803,Best operating system for AI Lab?,os_recommendation,AI Lab,Linux Mint 22,,
q04804,Which systems support VMware Workstation in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q04805,Which computers in Lab 2 can run Fedora 42?,os_compatibility_check,Lab 2,Fedora 42,,
q04806,What upgrades are required in Block B?,upgrade_planning,Block B,Ubuntu 24.04,MATLAB,Secure Boot
q04807,Is VMware Workstation supported in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q04808,Recommend the best OS for Library.,os_recommendation,Library,Ubuntu 24.04,,
q04809,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,Android Studio,
q04810,Which computers need Storage for Blender?,upgrade_planning,Block B,Debian 13,Blender,Storage
q04811,Check VS Code compatibility for AI Lab.,software_compatibility_check,AI Lab,,Visual Studio Code,
q04812,Plan upgrades for Block B to run Windows 10.,upgrade_planning,Block B,Windows 10,Blender,GPU
q04813,Best operating system for Lab 1?,os_recommendation,Lab 1,Fedora 42,,
q04814,Which PCs in Block B have 8 GB RAM?,hardware_query,Block B,,,
q04815,Show hardware details for Lab 1.,hardware_query,Lab 1,,,
